Starting ...
cuda
Properties to use:  ['affinity', 'tpsas']
Building Vocab
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 10, 'properties': ['affinity', 'tpsas'], 'run_name': 'LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas'}
length of preference data : 41795
Sample preference_data[0]: ['O1C(C(=O)N2CCN(CC2)C3=CC=C(N(=O)=O)C=C3)=C(C=4C1=CC=CC4)C', array([0.47959185, 0.53255087, 0.54797947, 0.15855041, 0.16055913]), [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=C(C(=O)NCCC4=CC=CC=C4)C=CC(OC)=C3'), np.float64(0.9873459430403937), array([0.52040816, 0.54211667, 0.55725834, 0.15815913, 0.16377715])], [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=CC(OC(=O)C=4C=CC=CC4)=C(OC)C=C3'), np.float64(0.9574398041990725), array([0.43877551, 0.55263869, 0.41284505, 0.14420153, 0.15814562])]]
LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas
len(target_smiles): 41800
len(data): 41800
LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas
dataset built
cuda
True
2.7.1+cu118
No of GPUs available 4
No of GPUs available 4
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 10, 'properties': ['affinity', 'tpsas'], 'ipo': False, 'run_name': 'DPO_Finetuning_BETA_0.11_epochs_10_LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas', 'beta': 0.11}
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.9951171875, 'Novelty': 1.0, 'Uniqueness': 0.9950932286555446}
Training Epoch: 0 | iteration: 0/262 | Loss: 1.0754859447479248
Training Epoch: 5 | iteration: 59/262 | Loss: 0.634623646736145
Training Epoch: 5 | iteration: 60/262 | Loss: 0.587281346321106
Training Epoch: 5 | iteration: 61/262 | Loss: 0.6351754665374756
Training Epoch: 5 | iteration: 62/262 | Loss: 0.6198079586029053
Training Epoch: 5 | iteration: 63/262 | Loss: 0.6750174760818481
Training Epoch: 5 | iteration: 64/262 | Loss: 0.6618483066558838
Training Epoch: 5 | iteration: 65/262 | Loss: 0.674653947353363
Training Epoch: 5 | iteration: 66/262 | Loss: 0.6206710338592529
Training Epoch: 5 | iteration: 67/262 | Loss: 0.6875133514404297
Training Epoch: 5 | iteration: 68/262 | Loss: 0.6401200294494629
Training Epoch: 5 | iteration: 69/262 | Loss: 0.6054362654685974
Training Epoch: 5 | iteration: 70/262 | Loss: 0.6464418172836304
Training Epoch: 5 | iteration: 71/262 | Loss: 0.5748962759971619
Training Epoch: 5 | iteration: 72/262 | Loss: 0.6331723928451538
Training Epoch: 5 | iteration: 73/262 | Loss: 0.6594171524047852
Training Epoch: 5 | iteration: 74/262 | Loss: 0.724563717842102
Training Epoch: 5 | iteration: 75/262 | Loss: 0.649201512336731
Training Epoch: 5 | iteration: 76/262 | Loss: 0.696204662322998
Training Epoch: 5 | iteration: 77/262 | Loss: 0.6447353363037109
Training Epoch: 5 | iteration: 78/262 | Loss: 0.6143726110458374
Training Epoch: 5 | iteration: 79/262 | Loss: 0.6549594402313232
Training Epoch: 5 | iteration: 80/262 | Loss: 0.7139977216720581
Training Epoch: 5 | iteration: 81/262 | Loss: 0.6834890842437744
Training Epoch: 5 | iteration: 82/262 | Loss: 0.665238618850708
Training Epoch: 5 | iteration: 83/262 | Loss: 0.6310080289840698
Training Epoch: 5 | iteration: 84/262 | Loss: 0.6708992123603821
Training Epoch: 5 | iteration: 85/262 | Loss: 0.6326919794082642
Training Epoch: 5 | iteration: 86/262 | Loss: 0.5988514423370361
Training Epoch: 5 | iteration: 87/262 | Loss: 0.6133748292922974
Training Epoch: 5 | iteration: 88/262 | Loss: 0.5746520757675171
Training Epoch: 5 | iteration: 89/262 | Loss: 0.6194366812705994
Training Epoch: 5 | iteration: 90/262 | Loss: 0.6318576335906982
Training Epoch: 5 | iteration: 91/262 | Loss: 0.7322700619697571
Training Epoch: 5 | iteration: 92/262 | Loss: 0.712954044342041
Training Epoch: 5 | iteration: 93/262 | Loss: 0.6206276416778564
Training Epoch: 5 | iteration: 94/262 | Loss: 0.6774115562438965
Training Epoch: 5 | iteration: 95/262 | Loss: 0.6427062749862671
Training Epoch: 5 | iteration: 96/262 | Loss: 0.7068137526512146
Training Epoch: 5 | iteration: 97/262 | Loss: 0.6361040472984314
Training Epoch: 5 | iteration: 98/262 | Loss: 0.6467323303222656
Training Epoch: 5 | iteration: 99/262 | Loss: 0.6673436760902405
Training Epoch: 5 | iteration: 100/262 | Loss: 0.6806540489196777
Training Epoch: 5 | iteration: 101/262 | Loss: 0.6305257678031921
Training Epoch: 5 | iteration: 102/262 | Loss: 0.6124524474143982
Training Epoch: 5 | iteration: 103/262 | Loss: 0.6697038412094116
Training Epoch: 5 | iteration: 104/262 | Loss: 0.6413635015487671
Training Epoch: 5 | iteration: 105/262 | Loss: 0.6433262228965759
Training Epoch: 5 | iteration: 106/262 | Loss: 0.6021150350570679
Training Epoch: 5 | iteration: 107/262 | Loss: 0.6670029759407043
Training Epoch: 5 | iteration: 108/262 | Loss: 0.5879234075546265
Training Epoch: 5 | iteration: 109/262 | Loss: 0.6430317163467407
Training Epoch: 5 | iteration: 110/262 | Loss: 0.6152805685997009
Training Epoch: 5 | iteration: 111/262 | Loss: 0.6305878758430481
Training Epoch: 5 | iteration: 112/262 | Loss: 0.5958220958709717
Training Epoch: 5 | iteration: 113/262 | Loss: 0.6598626375198364
Training Epoch: 5 | iteration: 114/262 | Loss: 0.6452125310897827
Training Epoch: 5 | iteration: 115/262 | Loss: 0.6536316275596619
Training Epoch: 5 | iteration: 116/262 | Loss: 0.6685096025466919
Training Epoch: 5 | iteration: 117/262 | Loss: 0.7128700613975525
Training Epoch: 5 | iteration: 118/262 | Loss: 0.6263477802276611
Training Epoch: 5 | iteration: 119/262 | Loss: 0.6211715936660767
Training Epoch: 5 | iteration: 120/262 | Loss: 0.6022971868515015
Training Epoch: 5 | iteration: 121/262 | Loss: 0.7190543413162231
Training Epoch: 5 | iteration: 122/262 | Loss: 0.653786301612854
Training Epoch: 5 | iteration: 123/262 | Loss: 0.6437891721725464
Training Epoch: 5 | iteration: 124/262 | Loss: 0.6895706057548523
Training Epoch: 5 | iteration: 125/262 | Loss: 0.6183086037635803
Training Epoch: 5 | iteration: 126/262 | Loss: 0.6382080316543579
Training Epoch: 5 | iteration: 127/262 | Loss: 0.6598480343818665
Training Epoch: 5 | iteration: 128/262 | Loss: 0.6242906451225281
Training Epoch: 5 | iteration: 129/262 | Loss: 0.6608565449714661
Training Epoch: 5 | iteration: 130/262 | Loss: 0.6832262277603149
Training Epoch: 5 | iteration: 131/262 | Loss: 0.5718764066696167
Training Epoch: 5 | iteration: 132/262 | Loss: 0.5955569744110107
Training Epoch: 5 | iteration: 133/262 | Loss: 0.6580610871315002
Training Epoch: 5 | iteration: 134/262 | Loss: 0.7190849184989929
Training Epoch: 5 | iteration: 135/262 | Loss: 0.6840490102767944
Training Epoch: 5 | iteration: 136/262 | Loss: 0.6108717322349548
Training Epoch: 5 | iteration: 137/262 | Loss: 0.5618574619293213
Training Epoch: 5 | iteration: 138/262 | Loss: 0.6794359087944031
Training Epoch: 5 | iteration: 139/262 | Loss: 0.6528782844543457
Training Epoch: 5 | iteration: 140/262 | Loss: 0.7021484375
Training Epoch: 5 | iteration: 141/262 | Loss: 0.6218252182006836
Training Epoch: 5 | iteration: 142/262 | Loss: 0.7526237964630127
Training Epoch: 5 | iteration: 143/262 | Loss: 0.7372184991836548
Training Epoch: 5 | iteration: 144/262 | Loss: 0.6445432305335999
Training Epoch: 5 | iteration: 145/262 | Loss: 0.637475848197937
Training Epoch: 5 | iteration: 146/262 | Loss: 0.5845613479614258
Training Epoch: 5 | iteration: 147/262 | Loss: 0.5577647089958191
Training Epoch: 5 | iteration: 148/262 | Loss: 0.6183379888534546
Training Epoch: 5 | iteration: 149/262 | Loss: 0.6747663021087646
Training Epoch: 5 | iteration: 150/262 | Loss: 0.6253727674484253
Training Epoch: 5 | iteration: 151/262 | Loss: 0.5927977561950684
Training Epoch: 5 | iteration: 152/262 | Loss: 0.6691426038742065
Training Epoch: 5 | iteration: 153/262 | Loss: 0.6656687259674072
Training Epoch: 5 | iteration: 154/262 | Loss: 0.6292720437049866
Training Epoch: 5 | iteration: 155/262 | Loss: 0.642508327960968
Training Epoch: 5 | iteration: 156/262 | Loss: 0.6104205846786499
Training Epoch: 5 | iteration: 157/262 | Loss: 0.5972856879234314
Training Epoch: 5 | iteration: 158/262 | Loss: 0.6074938178062439
Training Epoch: 5 | iteration: 159/262 | Loss: 0.6142032146453857
Training Epoch: 5 | iteration: 160/262 | Loss: 0.6406194567680359
Training Epoch: 5 | iteration: 161/262 | Loss: 0.5918151140213013
Training Epoch: 5 | iteration: 162/262 | Loss: 0.6153278350830078
Training Epoch: 5 | iteration: 163/262 | Loss: 0.6395304203033447
Training Epoch: 5 | iteration: 164/262 | Loss: 0.7002465128898621
Training Epoch: 5 | iteration: 165/262 | Loss: 0.6858569383621216
Training Epoch: 5 | iteration: 166/262 | Loss: 0.6128286123275757
Training Epoch: 5 | iteration: 167/262 | Loss: 0.6865882277488708
Training Epoch: 5 | iteration: 168/262 | Loss: 0.6387476325035095
Training Epoch: 5 | iteration: 169/262 | Loss: 0.6778928637504578
Training Epoch: 5 | iteration: 170/262 | Loss: 0.6201440095901489
Training Epoch: 5 | iteration: 171/262 | Loss: 0.6277929544448853
Training Epoch: 5 | iteration: 172/262 | Loss: 0.6599093675613403
Training Epoch: 5 | iteration: 173/262 | Loss: 0.599776029586792
Training Epoch: 5 | iteration: 174/262 | Loss: 0.6162285804748535
Training Epoch: 5 | iteration: 175/262 | Loss: 0.635017991065979
Training Epoch: 5 | iteration: 176/262 | Loss: 0.587639331817627
Training Epoch: 5 | iteration: 177/262 | Loss: 0.684898316860199
Training Epoch: 5 | iteration: 178/262 | Loss: 0.5878504514694214
Training Epoch: 5 | iteration: 179/262 | Loss: 0.6487740278244019
Training Epoch: 5 | iteration: 180/262 | Loss: 0.6448392868041992
Training Epoch: 5 | iteration: 181/262 | Loss: 0.6212145090103149
Training Epoch: 5 | iteration: 182/262 | Loss: 0.7353063225746155
Training Epoch: 5 | iteration: 183/262 | Loss: 0.6688557267189026
Training Epoch: 5 | iteration: 184/262 | Loss: 0.6002233028411865
Training Epoch: 5 | iteration: 185/262 | Loss: 0.5472335815429688
Training Epoch: 5 | iteration: 186/262 | Loss: 0.5702931880950928
Training Epoch: 5 | iteration: 187/262 | Loss: 0.650407075881958
Training Epoch: 5 | iteration: 188/262 | Loss: 0.7220431566238403
Training Epoch: 5 | iteration: 189/262 | Loss: 0.6374813318252563
Training Epoch: 5 | iteration: 190/262 | Loss: 0.646782398223877
Training Epoch: 5 | iteration: 191/262 | Loss: 0.6210184097290039
Training Epoch: 5 | iteration: 192/262 | Loss: 0.7365045547485352
Training Epoch: 5 | iteration: 193/262 | Loss: 0.5796936750411987
Training Epoch: 5 | iteration: 194/262 | Loss: 0.63263338804245
Training Epoch: 5 | iteration: 195/262 | Loss: 0.6560919284820557
Training Epoch: 5 | iteration: 196/262 | Loss: 0.6997067928314209
Training Epoch: 5 | iteration: 197/262 | Loss: 0.6700562834739685
Training Epoch: 5 | iteration: 198/262 | Loss: 0.6271855235099792
Training Epoch: 5 | iteration: 199/262 | Loss: 0.6238003373146057
Training Epoch: 5 | iteration: 200/262 | Loss: 0.6952911615371704
Training Epoch: 5 | iteration: 201/262 | Loss: 0.7140834331512451
Training Epoch: 5 | iteration: 202/262 | Loss: 0.642513632774353
Training Epoch: 5 | iteration: 203/262 | Loss: 0.597953200340271
Training Epoch: 5 | iteration: 204/262 | Loss: 0.5889358520507812
Training Epoch: 5 | iteration: 205/262 | Loss: 0.6476320028305054
Training Epoch: 5 | iteration: 206/262 | Loss: 0.675767183303833
Training Epoch: 5 | iteration: 207/262 | Loss: 0.5875736474990845
Training Epoch: 5 | iteration: 208/262 | Loss: 0.6615017056465149
Training Epoch: 5 | iteration: 209/262 | Loss: 0.5964165925979614
Training Epoch: 5 | iteration: 210/262 | Loss: 0.7130438089370728
Training Epoch: 5 | iteration: 211/262 | Loss: 0.6667965054512024
Training Epoch: 5 | iteration: 212/262 | Loss: 0.7084915637969971
Training Epoch: 5 | iteration: 213/262 | Loss: 0.7205028533935547
Training Epoch: 5 | iteration: 214/262 | Loss: 0.6082882881164551
Training Epoch: 5 | iteration: 215/262 | Loss: 0.6679207682609558
Training Epoch: 5 | iteration: 216/262 | Loss: 0.6383987069129944
Training Epoch: 5 | iteration: 217/262 | Loss: 0.6653497219085693
Training Epoch: 5 | iteration: 218/262 | Loss: 0.6444076895713806
Training Epoch: 5 | iteration: 219/262 | Loss: 0.5581691265106201
Training Epoch: 5 | iteration: 220/262 | Loss: 0.5998350381851196
Training Epoch: 5 | iteration: 221/262 | Loss: 0.6647077798843384
Training Epoch: 5 | iteration: 222/262 | Loss: 0.6967105865478516
Training Epoch: 5 | iteration: 223/262 | Loss: 0.6507067680358887
Training Epoch: 5 | iteration: 224/262 | Loss: 0.6327986121177673
Training Epoch: 5 | iteration: 225/262 | Loss: 0.7011328935623169
Training Epoch: 5 | iteration: 226/262 | Loss: 0.5834978222846985
Training Epoch: 5 | iteration: 227/262 | Loss: 0.6683217287063599
Training Epoch: 5 | iteration: 228/262 | Loss: 0.6263533234596252
Training Epoch: 5 | iteration: 229/262 | Loss: 0.5408051609992981
Training Epoch: 5 | iteration: 230/262 | Loss: 0.6900593042373657
Training Epoch: 5 | iteration: 231/262 | Loss: 0.6060695648193359
Training Epoch: 5 | iteration: 232/262 | Loss: 0.5426716804504395
Training Epoch: 5 | iteration: 233/262 | Loss: 0.6133109331130981
Training Epoch: 5 | iteration: 234/262 | Loss: 0.7045031189918518
Training Epoch: 5 | iteration: 235/262 | Loss: 0.6479088068008423
Training Epoch: 5 | iteration: 236/262 | Loss: 0.6741738319396973
Training Epoch: 5 | iteration: 237/262 | Loss: 0.6342052221298218
Training Epoch: 5 | iteration: 238/262 | Loss: 0.620415210723877
Training Epoch: 5 | iteration: 239/262 | Loss: 0.5939313173294067
Training Epoch: 5 | iteration: 240/262 | Loss: 0.6734094023704529
Training Epoch: 5 | iteration: 241/262 | Loss: 0.6441600918769836
Training Epoch: 5 | iteration: 242/262 | Loss: 0.6770729422569275
Training Epoch: 5 | iteration: 243/262 | Loss: 0.6213728189468384
Training Epoch: 5 | iteration: 244/262 | Loss: 0.7035670280456543
Training Epoch: 5 | iteration: 245/262 | Loss: 0.6859469413757324
Training Epoch: 5 | iteration: 246/262 | Loss: 0.6388454437255859
Training Epoch: 5 | iteration: 247/262 | Loss: 0.6171852946281433
Training Epoch: 5 | iteration: 248/262 | Loss: 0.5879632234573364
Training Epoch: 5 | iteration: 249/262 | Loss: 0.6414544582366943
Training Epoch: 5 | iteration: 250/262 | Loss: 0.6264928579330444
Training Epoch: 5 | iteration: 251/262 | Loss: 0.675274670124054
Training Epoch: 5 | iteration: 252/262 | Loss: 0.6231372356414795
Training Epoch: 5 | iteration: 253/262 | Loss: 0.5852378606796265
Training Epoch: 5 | iteration: 254/262 | Loss: 0.6614680886268616
Training Epoch: 5 | iteration: 255/262 | Loss: 0.661665678024292
Training Epoch: 5 | iteration: 256/262 | Loss: 0.661347508430481
Training Epoch: 5 | iteration: 257/262 | Loss: 0.6132113933563232
Training Epoch: 5 | iteration: 258/262 | Loss: 0.675984263420105
Training Epoch: 5 | iteration: 259/262 | Loss: 0.6082453727722168
Training Epoch: 5 | iteration: 260/262 | Loss: 0.5764672756195068
Training Epoch: 5 | iteration: 261/262 | Loss: 0.5017451643943787
Validating Epoch: 5 | iteration: 0/66 | Loss: 0.6077300310134888
Validating Epoch: 5 | iteration: 1/66 | Loss: 0.5705294013023376
Validating Epoch: 5 | iteration: 2/66 | Loss: 0.5576110482215881
Validating Epoch: 5 | iteration: 3/66 | Loss: 0.6357927322387695
Validating Epoch: 5 | iteration: 4/66 | Loss: 0.6534112095832825
Validating Epoch: 5 | iteration: 5/66 | Loss: 0.6714694499969482
Validating Epoch: 5 | iteration: 6/66 | Loss: 0.623986005783081
Validating Epoch: 5 | iteration: 7/66 | Loss: 0.6992416381835938
Validating Epoch: 5 | iteration: 8/66 | Loss: 0.7278780341148376
Validating Epoch: 5 | iteration: 9/66 | Loss: 0.6723087430000305
Validating Epoch: 5 | iteration: 10/66 | Loss: 0.6124885082244873
Validating Epoch: 5 | iteration: 11/66 | Loss: 0.6156491041183472
Validating Epoch: 5 | iteration: 12/66 | Loss: 0.6803299188613892
Validating Epoch: 5 | iteration: 13/66 | Loss: 0.6483787298202515
Validating Epoch: 5 | iteration: 14/66 | Loss: 0.6216100454330444
Validating Epoch: 5 | iteration: 15/66 | Loss: 0.6228182315826416
Validating Epoch: 5 | iteration: 16/66 | Loss: 0.780366063117981
Validating Epoch: 5 | iteration: 17/66 | Loss: 0.7145934104919434
Validating Epoch: 5 | iteration: 18/66 | Loss: 0.5987275242805481
Validating Epoch: 5 | iteration: 19/66 | Loss: 0.7367188334465027
Validating Epoch: 5 | iteration: 20/66 | Loss: 0.6941608190536499
Validating Epoch: 5 | iteration: 21/66 | Loss: 0.6972547173500061
Validating Epoch: 5 | iteration: 22/66 | Loss: 0.5997203588485718
Validating Epoch: 5 | iteration: 23/66 | Loss: 0.6808605790138245
Validating Epoch: 5 | iteration: 24/66 | Loss: 0.6878389120101929
Validating Epoch: 5 | iteration: 25/66 | Loss: 0.7205801010131836
Validating Epoch: 5 | iteration: 26/66 | Loss: 0.6526793241500854
Validating Epoch: 5 | iteration: 27/66 | Loss: 0.6239348649978638
Validating Epoch: 5 | iteration: 28/66 | Loss: 0.5917476415634155
Validating Epoch: 5 | iteration: 29/66 | Loss: 0.6693613529205322
Validating Epoch: 5 | iteration: 30/66 | Loss: 0.5544869899749756
Validating Epoch: 5 | iteration: 31/66 | Loss: 0.7181107997894287
Validating Epoch: 5 | iteration: 32/66 | Loss: 0.6476129293441772
Validating Epoch: 5 | iteration: 33/66 | Loss: 0.6055281758308411
Validating Epoch: 5 | iteration: 34/66 | Loss: 0.6958535313606262
Validating Epoch: 5 | iteration: 35/66 | Loss: 0.6929864883422852
Validating Epoch: 5 | iteration: 36/66 | Loss: 0.5858994722366333
Validating Epoch: 5 | iteration: 37/66 | Loss: 0.6824679970741272
Validating Epoch: 5 | iteration: 38/66 | Loss: 0.6719312071800232
Validating Epoch: 5 | iteration: 39/66 | Loss: 0.6194891929626465
Validating Epoch: 5 | iteration: 40/66 | Loss: 0.691385805606842
Validating Epoch: 5 | iteration: 41/66 | Loss: 0.5938049554824829
Validating Epoch: 5 | iteration: 42/66 | Loss: 0.5424068570137024
Validating Epoch: 5 | iteration: 43/66 | Loss: 0.639951229095459
Validating Epoch: 5 | iteration: 44/66 | Loss: 0.695414662361145
Validating Epoch: 5 | iteration: 45/66 | Loss: 0.6047394275665283
Validating Epoch: 5 | iteration: 46/66 | Loss: 0.649959921836853
Validating Epoch: 5 | iteration: 47/66 | Loss: 0.5988484621047974
Validating Epoch: 5 | iteration: 48/66 | Loss: 0.5087873935699463
Validating Epoch: 5 | iteration: 49/66 | Loss: 0.6153424382209778
Validating Epoch: 5 | iteration: 50/66 | Loss: 0.6550660133361816
Validating Epoch: 5 | iteration: 51/66 | Loss: 0.5890095233917236
Validating Epoch: 5 | iteration: 52/66 | Loss: 0.6274415254592896
Validating Epoch: 5 | iteration: 53/66 | Loss: 0.7065112590789795
Validating Epoch: 5 | iteration: 54/66 | Loss: 0.6118574738502502
Validating Epoch: 5 | iteration: 55/66 | Loss: 0.5965331792831421
Validating Epoch: 5 | iteration: 56/66 | Loss: 0.6102047562599182
Validating Epoch: 5 | iteration: 57/66 | Loss: 0.6329329013824463
Validating Epoch: 5 | iteration: 58/66 | Loss: 0.7282290458679199
Validating Epoch: 5 | iteration: 59/66 | Loss: 0.6979391574859619
Validating Epoch: 5 | iteration: 60/66 | Loss: 0.5693327188491821
Validating Epoch: 5 | iteration: 61/66 | Loss: 0.7327105402946472
Validating Epoch: 5 | iteration: 62/66 | Loss: 0.602437436580658
Validating Epoch: 5 | iteration: 63/66 | Loss: 0.5958849787712097
Validating Epoch: 5 | iteration: 64/66 | Loss: 0.6135807037353516
Validating Epoch: 5 | iteration: 65/66 | Loss: 0.5939144492149353
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.9833984375, 'Novelty': 1.0, 'Uniqueness': 0.9900695134061569}
Training Epoch: 6 | iteration: 0/262 | Loss: 0.5669084191322327
Training Epoch: 6 | iteration: 1/262 | Loss: 0.6050349473953247
Training Epoch: 6 | iteration: 2/262 | Loss: 0.6182472109794617
Training Epoch: 6 | iteration: 3/262 | Loss: 0.6376747488975525
Training Epoch: 6 | iteration: 4/262 | Loss: 0.6924424171447754
Training Epoch: 6 | iteration: 5/262 | Loss: 0.5697112083435059
Training Epoch: 6 | iteration: 6/262 | Loss: 0.6217727661132812
Training Epoch: 6 | iteration: 7/262 | Loss: 0.6119894981384277
Training Epoch: 6 | iteration: 8/262 | Loss: 0.6619957685470581
Training Epoch: 6 | iteration: 9/262 | Loss: 0.6296889781951904
Training Epoch: 6 | iteration: 10/262 | Loss: 0.5527199506759644
Training Epoch: 6 | iteration: 11/262 | Loss: 0.6743987202644348
Training Epoch: 6 | iteration: 12/262 | Loss: 0.6353204846382141
Training Epoch: 6 | iteration: 13/262 | Loss: 0.6538420915603638
Training Epoch: 6 | iteration: 14/262 | Loss: 0.6496283411979675
Training Epoch: 6 | iteration: 15/262 | Loss: 0.6313821077346802
Training Epoch: 6 | iteration: 16/262 | Loss: 0.6775106191635132
Training Epoch: 6 | iteration: 17/262 | Loss: 0.5705388784408569
Training Epoch: 6 | iteration: 18/262 | Loss: 0.573763906955719
Training Epoch: 6 | iteration: 19/262 | Loss: 0.607170820236206
Training Epoch: 6 | iteration: 20/262 | Loss: 0.5987958312034607
Training Epoch: 6 | iteration: 21/262 | Loss: 0.612152099609375
Training Epoch: 6 | iteration: 22/262 | Loss: 0.6018465161323547
Training Epoch: 6 | iteration: 23/262 | Loss: 0.6485805511474609
Training Epoch: 6 | iteration: 24/262 | Loss: 0.6066064834594727
Training Epoch: 6 | iteration: 25/262 | Loss: 0.6234922409057617
Training Epoch: 6 | iteration: 26/262 | Loss: 0.6232680678367615
Training Epoch: 6 | iteration: 27/262 | Loss: 0.6221212148666382
Training Epoch: 6 | iteration: 28/262 | Loss: 0.6211683750152588
Training Epoch: 6 | iteration: 29/262 | Loss: 0.7143517136573792
Training Epoch: 6 | iteration: 30/262 | Loss: 0.5665490627288818
Training Epoch: 6 | iteration: 31/262 | Loss: 0.6272498965263367
Training Epoch: 6 | iteration: 32/262 | Loss: 0.6283414363861084
Training Epoch: 6 | iteration: 33/262 | Loss: 0.678902268409729
Training Epoch: 6 | iteration: 34/262 | Loss: 0.6095847487449646
Training Epoch: 6 | iteration: 35/262 | Loss: 0.5973692536354065
Training Epoch: 6 | iteration: 36/262 | Loss: 0.6574758291244507
Training Epoch: 6 | iteration: 37/262 | Loss: 0.6155556440353394
Training Epoch: 6 | iteration: 38/262 | Loss: 0.6710413694381714
Training Epoch: 6 | iteration: 39/262 | Loss: 0.5890593528747559
Training Epoch: 6 | iteration: 40/262 | Loss: 0.6162402629852295
Training Epoch: 6 | iteration: 41/262 | Loss: 0.5620342493057251
Training Epoch: 6 | iteration: 42/262 | Loss: 0.5887207984924316
Training Epoch: 6 | iteration: 43/262 | Loss: 0.6085655093193054
Training Epoch: 6 | iteration: 44/262 | Loss: 0.6299371719360352
Training Epoch: 6 | iteration: 45/262 | Loss: 0.6835553646087646
Training Epoch: 6 | iteration: 46/262 | Loss: 0.6165812015533447
Training Epoch: 6 | iteration: 47/262 | Loss: 0.6301785111427307
Training Epoch: 6 | iteration: 48/262 | Loss: 0.6166563034057617
Training Epoch: 6 | iteration: 49/262 | Loss: 0.6595180630683899
Training Epoch: 6 | iteration: 50/262 | Loss: 0.6765445470809937
Training Epoch: 6 | iteration: 51/262 | Loss: 0.6127680540084839
Training Epoch: 6 | iteration: 52/262 | Loss: 0.5668151378631592
Training Epoch: 6 | iteration: 53/262 | Loss: 0.7146305441856384
Training Epoch: 6 | iteration: 54/262 | Loss: 0.6279726624488831
Training Epoch: 6 | iteration: 55/262 | Loss: 0.5916563868522644
Training Epoch: 6 | iteration: 56/262 | Loss: 0.6547814607620239
Training Epoch: 6 | iteration: 57/262 | Loss: 0.6585525274276733
Training Epoch: 6 | iteration: 58/262 | Loss: 0.6160989999771118
Training Epoch: 6 | iteration: 59/262 | Loss: 0.6696379780769348
Training Epoch: 6 | iteration: 60/262 | Loss: 0.6632095575332642
Training Epoch: 6 | iteration: 61/262 | Loss: 0.5682134628295898
Training Epoch: 6 | iteration: 62/262 | Loss: 0.5749390721321106
Training Epoch: 6 | iteration: 63/262 | Loss: 0.6520658135414124
Training Epoch: 6 | iteration: 64/262 | Loss: 0.6054009199142456
Training Epoch: 6 | iteration: 65/262 | Loss: 0.6202090382575989
Training Epoch: 6 | iteration: 66/262 | Loss: 0.6902545690536499
Training Epoch: 6 | iteration: 67/262 | Loss: 0.5610253810882568
Training Epoch: 6 | iteration: 68/262 | Loss: 0.6225669384002686
Training Epoch: 6 | iteration: 69/262 | Loss: 0.5909755229949951
Training Epoch: 6 | iteration: 70/262 | Loss: 0.7488043308258057
Training Epoch: 6 | iteration: 71/262 | Loss: 0.6056151390075684
Training Epoch: 6 | iteration: 72/262 | Loss: 0.593891441822052
Training Epoch: 6 | iteration: 73/262 | Loss: 0.6038001775741577
Training Epoch: 6 | iteration: 74/262 | Loss: 0.7003097534179688
Training Epoch: 6 | iteration: 75/262 | Loss: 0.5364916324615479
Training Epoch: 6 | iteration: 76/262 | Loss: 0.6703751087188721
Training Epoch: 6 | iteration: 77/262 | Loss: 0.5639463663101196
Training Epoch: 6 | iteration: 78/262 | Loss: 0.614173173904419
Training Epoch: 6 | iteration: 79/262 | Loss: 0.5820587873458862
Training Epoch: 6 | iteration: 80/262 | Loss: 0.6405413150787354
Training Epoch: 6 | iteration: 81/262 | Loss: 0.6711740493774414
Training Epoch: 6 | iteration: 82/262 | Loss: 0.658985435962677
Training Epoch: 6 | iteration: 83/262 | Loss: 0.5981870889663696
Training Epoch: 6 | iteration: 84/262 | Loss: 0.6536731719970703
Training Epoch: 6 | iteration: 85/262 | Loss: 0.5853893756866455
Training Epoch: 6 | iteration: 86/262 | Loss: 0.6108613014221191
Training Epoch: 6 | iteration: 87/262 | Loss: 0.6573008298873901
Training Epoch: 6 | iteration: 88/262 | Loss: 0.6264114379882812
Training Epoch: 6 | iteration: 89/262 | Loss: 0.5779439210891724
Training Epoch: 6 | iteration: 90/262 | Loss: 0.6483703255653381
Training Epoch: 6 | iteration: 91/262 | Loss: 0.6300747990608215
Training Epoch: 6 | iteration: 92/262 | Loss: 0.64618980884552
Training Epoch: 6 | iteration: 93/262 | Loss: 0.6255327463150024
Training Epoch: 6 | iteration: 94/262 | Loss: 0.6042883396148682
Training Epoch: 6 | iteration: 95/262 | Loss: 0.6848822832107544
Training Epoch: 6 | iteration: 96/262 | Loss: 0.6275596618652344
Training Epoch: 6 | iteration: 97/262 | Loss: 0.6431269645690918
Training Epoch: 6 | iteration: 98/262 | Loss: 0.6317392587661743
Training Epoch: 6 | iteration: 99/262 | Loss: 0.5644140243530273
Training Epoch: 6 | iteration: 100/262 | Loss: 0.5649444460868835
